Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-NoPreJIT-00512,dotnet6,arm64,yes,no,no,120380,512MB,100,224.498,323.513,186.342,23.59904766182
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-NoPreJIT-05120,dotnet6,arm64,yes,no,no,120380,5120MB,100,202.181,85.77,135.468,34.9492337458
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-YesPreJIT-01024,dotnet6,arm64,yes,no,yes,120380,1024MB,100,243.017,145.497,152.35,24.17131052312
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00128,dotnet6,arm64,yes,no,yes,120380,128MB,100,241.18,1374.025,2278.477,26.287533770849997
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-YesPreJIT-01769,dotnet6,arm64,yes,no,yes,120380,1769MB,100,241.25,86.886,146.335,25.571998452305877
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00256,dotnet6,arm64,yes,no,yes,120380,256MB,100,242.591,671.67,493.701,24.08459142286
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00512,dotnet6,arm64,yes,no,yes,120380,512MB,100,243.548,320.602,187.662,23.588442942129998
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-NoR2R-YesPreJIT-05120,dotnet6,arm64,yes,no,yes,120380,5120MB,100,220.125,83.58,134.79,34.758032789800005
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-NoPreJIT-01024,dotnet6,arm64,yes,yes,no,204900,1024MB,100,202.952,124.406,152.314,23.889622448020003
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00128,dotnet6,arm64,yes,yes,no,204900,128MB,100,202.993,1153.23,2272.993,25.910400885195
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-NoPreJIT-01769,dotnet6,arm64,yes,yes,no,204900,1769MB,100,202.294,73.997,147.242,25.296019252104273
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00256,dotnet6,arm64,yes,yes,no,204900,256MB,100,201.369,573.989,486.999,23.736643349795
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00512,dotnet6,arm64,yes,yes,no,204900,512MB,100,201.024,271.798,190.451,23.281676741640002
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-NoPreJIT-05120,dotnet6,arm64,yes,yes,no,204900,5120MB,100,178.743,70.947,135.883,33.9887689435
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-YesPreJIT-01024,dotnet6,arm64,yes,yes,yes,204900,1024MB,100,218.905,118.831,152.727,23.820788770519997
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00128,dotnet6,arm64,yes,yes,yes,204900,128MB,100,219.455,1127.219,2262.907,25.8502380843825
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-YesPreJIT-01769,dotnet6,arm64,yes,yes,yes,204900,1769MB,100,218.019,72.357,149.036,25.299575696969747
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00256,dotnet6,arm64,yes,yes,yes,204900,256MB,100,218.037,560.087,486.053,23.68714876899
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00512,dotnet6,arm64,yes,yes,yes,204900,512MB,100,218.264,263.893,189.456,23.22234377831
MinimalTopLevel,MinimalTopLevel-Net6-Arm64-YesTC-YesR2R-YesPreJIT-05120,dotnet6,arm64,yes,yes,yes,204900,5120MB,100,195.711,69.364,133.441,33.7203742682
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-NoPreJIT-01024,dotnet6,x86_64,no,no,no,143966,1024MB,100,238.403,163.425,115.392,24.846957627229997
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-NoPreJIT-00128,dotnet6,x86_64,no,no,no,143966,128MB,100,235.42,1484.898,367.174,24.058490008631253
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-NoPreJIT-01769,dotnet6,x86_64,no,no,no,143966,1769MB,100,234.304,96.894,115.843,26.325197784225235
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-NoPreJIT-00256,dotnet6,x86_64,no,no,no,143966,256MB,100,236.617,744.375,151.328,23.932103297524996
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-NoPreJIT-00512,dotnet6,x86_64,no,no,no,143966,512MB,100,236.002,353.587,120.821,24.153407073464997
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-NoPreJIT-05120,dotnet6,x86_64,no,no,no,143966,5120MB,100,216.87,92.632,117.367,37.69995999985
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-YesPreJIT-01024,dotnet6,x86_64,no,no,yes,143966,1024MB,100,260.741,161.525,114.701,24.80378254088
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-YesPreJIT-00128,dotnet6,x86_64,no,no,yes,143966,128MB,100,260.253,1448.893,376.682,24.003287814893753
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-YesPreJIT-01769,dotnet6,x86_64,no,no,yes,143966,1769MB,100,258.889,95.036,117.559,26.321135180071398
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-YesPreJIT-00256,dotnet6,x86_64,no,no,yes,143966,256MB,100,262.222,732.728,152.405,23.888061542775002
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-YesPreJIT-00512,dotnet6,x86_64,no,no,yes,143966,512MB,100,261.583,346.039,118.736,24.07313274625
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-NoR2R-YesPreJIT-05120,dotnet6,x86_64,no,no,yes,143966,5120MB,100,244.826,90.749,120.932,37.84006028005
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-NoPreJIT-01024,dotnet6,x86_64,no,yes,no,236789,1024MB,100,211.309,135.634,116.545,24.40297673927
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-NoPreJIT-00128,dotnet6,x86_64,no,yes,no,236789,128MB,100,211.579,1252.779,416.64,23.67796383091375
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-NoPreJIT-01769,dotnet6,x86_64,no,yes,no,236789,1769MB,100,209.529,80.886,118.617,25.944159489598086
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-NoPreJIT-00256,dotnet6,x86_64,no,yes,no,236789,256MB,100,214.13,633.246,161.45,23.5112399558
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-NoPreJIT-00512,dotnet6,x86_64,no,yes,no,236789,512MB,100,212.872,297.881,121.813,23.697458661569996
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-NoPreJIT-05120,dotnet6,x86_64,no,yes,no,236789,5120MB,100,191.302,78.275,119.322,36.6664162661
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-YesPreJIT-01024,dotnet6,x86_64,no,yes,yes,236789,1024MB,100,234.372,132.14,119.507,24.39411672155
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-YesPreJIT-00128,dotnet6,x86_64,no,yes,yes,236789,128MB,100,228.712,1223.384,404.642,23.591726158438746
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-YesPreJIT-01769,dotnet6,x86_64,no,yes,yes,236789,1769MB,100,236.107,79.496,120.085,25.9463822609707
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-YesPreJIT-00256,dotnet6,x86_64,no,yes,yes,236789,256MB,100,237.983,622.04,160.959,23.4625011083225
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-YesPreJIT-00512,dotnet6,x86_64,no,yes,yes,236789,512MB,100,234.886,293.506,122.736,23.668689437365
MinimalTopLevel,MinimalTopLevel-Net6-x64-NoTC-YesR2R-YesPreJIT-05120,dotnet6,x86_64,no,yes,yes,236789,5120MB,100,213.17,75.911,120.749,36.5883161099
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-NoPreJIT-01024,dotnet6,x86_64,yes,no,no,143967,1024MB,100,208.912,113.551,141.517,24.451153502289998
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-NoPreJIT-00128,dotnet6,x86_64,yes,no,no,143967,128MB,100,200.413,1057.575,2104.556,26.787786092212496
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-NoPreJIT-01769,dotnet6,x86_64,yes,no,no,143967,1769MB,100,206.369,69.851,136.404,26.13855696986362
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-NoPreJIT-00256,dotnet6,x86_64,yes,no,no,143967,256MB,100,205.333,522.554,516.819,24.530731161445
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-NoPreJIT-00512,dotnet6,x86_64,yes,no,no,143967,512MB,100,207.669,241.57,175.73,23.677504454995
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-NoPreJIT-05120,dotnet6,x86_64,yes,no,no,143967,5120MB,100,190.382,67.5,129.823,36.64364122055
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-YesPreJIT-01024,dotnet6,x86_64,yes,no,yes,143967,1024MB,100,229.479,111.11,144.648,24.46265019195
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-YesPreJIT-00128,dotnet6,x86_64,yes,no,yes,143967,128MB,100,224.865,1042.421,2284.859,27.131848030335
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-YesPreJIT-01769,dotnet6,x86_64,yes,no,yes,143967,1769MB,100,224.943,67.579,135.596,26.04988509167387
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-YesPreJIT-00256,dotnet6,x86_64,yes,no,yes,143967,256MB,100,225.067,509.603,482.29,24.332891599099998
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-YesPreJIT-00512,dotnet6,x86_64,yes,no,yes,143967,512MB,100,229.929,238.266,178.617,23.674032781384998
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-NoR2R-YesPreJIT-05120,dotnet6,x86_64,yes,no,yes,143967,5120MB,100,213.948,65.499,131.677,36.63137452935
MinimalTopLevel,MinimalTopLevel-Net6-x64-YesTC-YesR2R-NoPreJIT-01024,dotnet6,x86_64,yes,yes,no,236790,1024MB,100,187.912,93.19,142.389,24.12631785262
