Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-NoPreJIT-00512,dotnetcore3.1,x86_64,yes,yes,no,1538340,512MB,100,279.81,5.162,95.964,21.042719185434997
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-NoPreJIT-05120,dotnetcore3.1,x86_64,yes,yes,no,1538340,5120MB,100,277.251,5.783,97.66,28.82027557385
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-YesPreJIT-01024,dotnetcore3.1,x86_64,yes,yes,yes,1538340,1024MB,100,316.448,4.833,92.856,21.82816325632
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-YesPreJIT-00128,dotnetcore3.1,x86_64,yes,yes,yes,1538340,128MB,100,317.768,33.196,374.246,21.0488404476775
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-YesPreJIT-01769,dotnetcore3.1,x86_64,yes,yes,yes,1538340,1769MB,100,319.401,4.911,95.853,23.101246420970817
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-YesPreJIT-00256,dotnetcore3.1,x86_64,yes,yes,yes,1538340,256MB,100,315.919,11.228,131.669,20.79540285747
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-YesPreJIT-00512,dotnetcore3.1,x86_64,yes,yes,yes,1538340,512MB,100,316.317,4.907,98.256,21.05969838606
AwsSdk,AwsSdk-Core31-x64-YesTC-YesR2R-YesPreJIT-05120,dotnetcore3.1,x86_64,yes,yes,yes,1538340,5120MB,100,309.696,5.641,97.24,28.773408813449997
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-NoPreJIT-01024,dotnet6,arm64,no,no,no,566372,1024MB,100,519.829,73.765,135.812,22.99437263846
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-NoPreJIT-00128,dotnet6,arm64,no,no,no,566372,128MB,100,516.604,733.234,549.48,22.337866855947496
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-NoPreJIT-01769,dotnet6,arm64,no,no,no,566372,1769MB,100,517.423,45.69,133.389,24.324888677725678
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-NoPreJIT-00256,dotnet6,arm64,no,no,no,566372,256MB,100,517.672,371.814,216.818,22.16211781054
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-NoPreJIT-00512,dotnet6,arm64,no,no,no,566372,512MB,100,517.39,163.729,152.896,22.310842554159997
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-NoPreJIT-05120,dotnet6,arm64,no,no,no,566372,5120MB,100,469.178,43.632,128.944,31.705150858799996
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-YesPreJIT-01024,dotnet6,arm64,no,no,yes,566372,1024MB,100,534.019,71.531,133.623,22.935404343619997
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-YesPreJIT-00128,dotnet6,arm64,no,no,yes,566372,128MB,100,536.786,750.22,537.572,22.346329731595
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-YesPreJIT-01769,dotnet6,arm64,no,no,yes,566372,1769MB,100,535.384,45.136,132.666,24.295478905677555
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-YesPreJIT-00256,dotnet6,arm64,no,no,yes,566372,256MB,100,536.319,378.728,218.064,22.189318279874996
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-YesPreJIT-00512,dotnet6,arm64,no,no,yes,566372,512MB,100,535.026,163.18,155.164,22.322303278129997
AwsSdk,AwsSdk-Net6-Arm64-NoTC-NoR2R-YesPreJIT-05120,dotnet6,arm64,no,no,yes,566372,5120MB,100,488.049,43.262,128.686,31.663290649499995
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-NoPreJIT-01024,dotnet6,arm64,no,yes,no,1454798,1024MB,100,417.481,72.64,135.186,22.971027188399997
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-NoPreJIT-00128,dotnet6,arm64,no,yes,no,1454798,128MB,100,419.669,727.754,515.222,22.2716370248
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-NoPreJIT-01769,dotnet6,arm64,no,yes,no,1454798,1769MB,100,417.94,42.589,132.798,24.239861083319003
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-NoPreJIT-00256,dotnet6,arm64,no,yes,no,1454798,256MB,100,423.258,365.132,217.172,22.14102437174
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-NoPreJIT-00512,dotnet6,arm64,no,yes,no,1454798,512MB,100,418.305,163.869,155.08,22.326340631649998
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-NoPreJIT-05120,dotnet6,arm64,no,yes,no,1454798,5120MB,100,376.099,42.406,130.103,31.700644169599997
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-YesPreJIT-01024,dotnet6,arm64,no,yes,yes,1454798,1024MB,100,436.24,70.558,134.646,22.93606434692
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-YesPreJIT-00128,dotnet6,arm64,no,yes,yes,1454798,128MB,100,436.166,720.529,532.659,22.288656109894998
AwsSdk,AwsSdk-Net6-Arm64-NoTC-YesR2R-YesPreJIT-01769,dotnet6,arm64,no,yes,yes,1454798,1769MB,100,437.443,44.196,133.875,24.30167274003199
