Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
Minimal,Minimal-Core31-x64-NoTC-NoR2R-YesPreJIT-00128,dotnetcore3.1,x86_64,no,no,yes,17807,128MB,100,199.043,76.387,110.995,20.59038078076
Minimal,Minimal-Core31-x64-NoTC-NoR2R-YesPreJIT-01769,dotnetcore3.1,x86_64,no,no,yes,17807,1769MB,100,199.694,7.483,77.218,22.638740100452214
Minimal,Minimal-Core31-x64-NoTC-NoR2R-YesPreJIT-00256,dotnetcore3.1,x86_64,no,no,yes,17807,256MB,100,200.22,30.017,82.275,20.667884685767497
Minimal,Minimal-Core31-x64-NoTC-NoR2R-YesPreJIT-00512,dotnetcore3.1,x86_64,no,no,yes,17807,512MB,100,199.357,13.068,78.214,20.960690688045
Minimal,Minimal-Core31-x64-NoTC-NoR2R-YesPreJIT-05120,dotnetcore3.1,x86_64,no,no,yes,17807,5120MB,100,195.604,8.596,79.166,27.5134646269
Minimal,Minimal-Core31-x64-NoTC-YesR2R-NoPreJIT-01024,dotnetcore3.1,x86_64,no,yes,no,13908,1024MB,100,160.549,8.019,80.515,21.675569617799997
Minimal,Minimal-Core31-x64-NoTC-YesR2R-NoPreJIT-00128,dotnetcore3.1,x86_64,no,yes,no,13908,128MB,100,156.452,86.206,107.937,20.604465600596253
Minimal,Minimal-Core31-x64-NoTC-YesR2R-NoPreJIT-01769,dotnetcore3.1,x86_64,no,yes,no,13908,1769MB,100,156.491,7.972,79.07,22.70612577558788
Minimal,Minimal-Core31-x64-NoTC-YesR2R-NoPreJIT-00256,dotnetcore3.1,x86_64,no,yes,no,13908,256MB,100,156.592,31.515,83.608,20.679678876022503
Minimal,Minimal-Core31-x64-NoTC-YesR2R-NoPreJIT-00512,dotnetcore3.1,x86_64,no,yes,no,13908,512MB,100,157.408,13.421,79.308,20.972735712134998
Minimal,Minimal-Core31-x64-NoTC-YesR2R-NoPreJIT-05120,dotnetcore3.1,x86_64,no,yes,no,13908,5120MB,100,155.266,8.816,81.279,27.707923349149997
Minimal,Minimal-Core31-x64-NoTC-YesR2R-YesPreJIT-01024,dotnetcore3.1,x86_64,no,yes,yes,13908,1024MB,100,198.424,6.642,78.744,21.62309451285
Minimal,Minimal-Core31-x64-NoTC-YesR2R-YesPreJIT-00128,dotnetcore3.1,x86_64,no,yes,yes,13908,128MB,100,197.957,66.443,107.812,20.56303301773125
Minimal,Minimal-Core31-x64-NoTC-YesR2R-YesPreJIT-01769,dotnetcore3.1,x86_64,no,yes,yes,13908,1769MB,100,199.735,6.842,77.275,22.621925353281124
Minimal,Minimal-Core31-x64-NoTC-YesR2R-YesPreJIT-00256,dotnetcore3.1,x86_64,no,yes,yes,13908,256MB,100,201.372,27.181,85.258,20.668494270319997
Minimal,Minimal-Core31-x64-NoTC-YesR2R-YesPreJIT-00512,dotnetcore3.1,x86_64,no,yes,yes,13908,512MB,100,198.931,9.912,77.361,20.927272287875002
Minimal,Minimal-Core31-x64-NoTC-YesR2R-YesPreJIT-05120,dotnetcore3.1,x86_64,no,yes,yes,13908,5120MB,100,195.345,7.806,81.009,27.601181469
Minimal,Minimal-Core31-x64-YesTC-NoR2R-NoPreJIT-01024,dotnetcore3.1,x86_64,yes,no,no,17807,1024MB,100,148.376,6.081,88.488,21.77614815229
Minimal,Minimal-Core31-x64-YesTC-NoR2R-NoPreJIT-00128,dotnetcore3.1,x86_64,yes,no,no,17807,128MB,100,148.271,52.676,344.827,21.0281337395975
Minimal,Minimal-Core31-x64-YesTC-NoR2R-NoPreJIT-01769,dotnetcore3.1,x86_64,yes,no,no,17807,1769MB,100,148.338,5.972,88.553,22.921599274567868
Minimal,Minimal-Core31-x64-YesTC-NoR2R-NoPreJIT-00256,dotnetcore3.1,x86_64,yes,no,no,17807,256MB,100,148.418,16.695,128.914,20.8067024634025
Minimal,Minimal-Core31-x64-YesTC-NoR2R-NoPreJIT-00512,dotnetcore3.1,x86_64,yes,no,no,17807,512MB,100,150.129,6.903,90.685,21.013234126464997
Minimal,Minimal-Core31-x64-YesTC-NoR2R-NoPreJIT-05120,dotnetcore3.1,x86_64,yes,no,no,17807,5120MB,100,144.323,7.079,87.907,28.115474164249996
Minimal,Minimal-Core31-x64-YesTC-NoR2R-YesPreJIT-01024,dotnetcore3.1,x86_64,yes,no,yes,17807,1024MB,100,192.47,4.791,87.014,21.73007972682
Minimal,Minimal-Core31-x64-YesTC-NoR2R-YesPreJIT-00128,dotnetcore3.1,x86_64,yes,no,yes,17807,128MB,100,192.688,34.728,349.21,20.99987347474375
Minimal,Minimal-Core31-x64-YesTC-NoR2R-YesPreJIT-01769,dotnetcore3.1,x86_64,yes,no,yes,17807,1769MB,100,192.463,4.819,87.613,22.861345470792276
Minimal,Minimal-Core31-x64-YesTC-NoR2R-YesPreJIT-00256,dotnetcore3.1,x86_64,yes,no,yes,17807,256MB,100,192.384,12.465,122.814,20.7636623773225
Minimal,Minimal-Core31-x64-YesTC-NoR2R-YesPreJIT-00512,dotnetcore3.1,x86_64,yes,no,yes,17807,512MB,100,191.891,4.667,91.665,21.00276993887
Minimal,Minimal-Core31-x64-YesTC-NoR2R-YesPreJIT-05120,dotnetcore3.1,x86_64,yes,no,yes,17807,5120MB,100,188.728,5.393,89.188,28.08180743025
Minimal,Minimal-Core31-x64-YesTC-YesR2R-NoPreJIT-01024,dotnetcore3.1,x86_64,yes,yes,no,13908,1024MB,100,148.609,5.938,88.612,21.775836485
